(business1)
%/NN	TF: 8
manager/NN	TF: 1
messages/NNS	TF: 1
microsoft/NNP	TF: 9
monitor/VBP	TF: 1
offer/VB	TF: 1
passwords/NNS	TF: 1
pc/NN	TF: 1
people/NNS	TF: 1
performance/NN	TF: 1
plans/VBZ	TF: 1
pop-ups/NNS	TF: 1
program/NN	TF: 6
programs/NNS	TF: 1
recommended/VBD	TF: 1
release/NN	TF: 1
released/VBN	TF: 1
remove/VB	TF: 1
said/VBD	TF: 5
security/NN	TF: 2
seeking/VBG	TF: 1
sent/VBN	TF: 1
set/VBN	TF: 1
slow/VB	TF: 1
software/NN	TF: 5
software/NNP	TF: 1
spyware/NN	TF: 2
statement/NN	TF: 1
steal/VB	TF: 1
stephen/NNP	TF: 1
suppress/NN	TF: 1
switch/VB	TF: 1
sybari/NNP	TF: 1
targeted/VBN	TF: 1
tool/NN	TF: 2
toulouse/NNP	TF: 1
tracking/VBG	TF: 1
trojan/NN	TF: 1
trojan/NNP	TF: 1
try/VB	TF: 1
use/NN	TF: 1
use/VB	TF: 1
users/NNS	TF: 4
warning/NN	TF: 1
was/VBD	TF: 4
week/NN	TF: 1
weeks/NNS	TF: 1
windows/NNP	TF: 1


(tech37)
a/NNP	TF: 1
advise/VB	TF: 1
anyone/NN	TF: 1
are/VBP	TF: 3
asking/VBG	TF: 1
been/VBN	TF: 2
cartridge/NN	TF: 2
cartridge/VB	TF: 1
cartridges/NNS	TF: 5
change/NN	TF: 1
chip/NN	TF: 3
chips/NNS	TF: 1
claims/VBZ	TF: 1
come/VBN	TF: 1
comment/VB	TF: 1
compensation/NN	TF: 1
computeractive/NNP	TF: 1
concluded/VBD	TF: 1
consumer/NN	TF: 1
consumers/NNS	TF: 1
cost/NN	TF: 1
cost/VB	TF: 1
costs/NNS	TF: 1
damages/NNS	TF: 1
date/NN	TF: 3
declined/VBD	TF: 1
depletion/NN	TF: 1
does/VBZ	TF: 1
engineered/VBN	TF: 1
europe/NNP	TF: 1
expiration/NN	TF: 1
expire/VB	TF: 1
fair/NNP	TF: 1
february/NNP	TF: 1
firm/NN	TF: 1
georgia/NNP	TF: 1
has/VBZ	TF: 4
hewlett/NNP	TF: 1
hp/NNP	TF: 4
ink/NN	TF: 4
inkjet/NN	TF: 2
investigation/NN	TF: 1
is/VBZ	TF: 4
issue/NN	TF: 1
lawsuit/NN	TF: 3
magazine/NNP	TF: 1
make/VB	TF: 2
manufacturers/NNS	TF: 1
market/NN	TF: 1
months/NNS	TF: 1
needed/VBD	TF: 1
needs/VBZ	TF: 1
office/NNP	TF: 1
oft/NNP	TF: 1
packard/NNP	TF: 1
period/NN	TF: 1
price/NN	TF: 1
pricing/NN	TF: 1
printer/NN	TF: 6
printers/NNS	TF: 1
programmed/VBN	TF: 1
purchased/VBN	TF: 1
regardless/NN	TF: 1
register/VB	TF: 1
render/VB	TF: 1
report/NN	TF: 1
represent/VB	TF: 1
restitution/NN	TF: 1
retailers/NNS	TF: 1
revealed/VBD	TF: 1
revealed/VBN	TF: 1
running/VBG	TF: 1
said/VBD	TF: 1
saying/VBG	TF: 1
says/VBZ	TF: 1
seeks/VBZ	TF: 1
sense/VB	TF: 1
shut/VBP	TF: 1
study/NN	TF: 1
subject/NN	TF: 1
sues/VBZ	TF: 1
suing/VBG	TF: 1
suit/NN	TF: 2
technology/NN	TF: 1
tells/VBZ	TF: 1
trading/NNP	TF: 1
transparent/NN	TF: 1
uk/NNP	TF: 1
us/NNP	TF: 3
use/NN	TF: 1
use/VBP	TF: 1
user/NN	TF: 1
woman/NN	TF: 3
world/NN	TF: 1
year/NN	TF: 1
£1,700/VB	TF: 1
£34/NN	TF: 1


(tech38)
a/NNP	TF: 2
ability/NN	TF: 1
access/NN	TF: 1
action/NN	TF: 2
adding/VBG	TF: 1
agreed/VBD	TF: 2
allowed/VBN	TF: 1
america/NNP	TF: 1
appeared/VBN	TF: 1
are/VBP	TF: 1
association/NNP	TF: 1
be/VB	TF: 2
began/VBD	TF: 1
being/VBG	TF: 1
billions/NNS	TF: 1
bittorrent/NNP	TF: 4
body/NN	TF: 1
called/VBN	TF: 3
came/VBD	TF: 1
campaign/NN	TF: 1
claimed/VBD	TF: 1
clamping/VBG	TF: 1
click/VB	TF: 1
close/VB	TF: 1
closed/VBD	TF: 1
continents/NNS	TF: 1
copied/VBN	TF: 1
copying/VBG	TF: 1
copyright/NN	TF: 1
copyrighted/VBN	TF: 1
costs/VBZ	TF: 1
court/NN	TF: 1
dallas/NNP	TF: 1
december/NNP	TF: 3
do/VBP	TF: 1
dvds/NNP	TF: 1
edonkey/NN	TF: 1
file-sharers/NNS	TF: 2
file-sharing/NN	TF: 1
filed/VBN	TF: 1
files/NNS	TF: 4
filing/VBG	TF: 1
film/NN	TF: 1
films/NNS	TF: 1
followed/VBD	TF: 1
forced/VBN	TF: 1
getting/VBG	TF: 1
given/VBN	TF: 1
had/VBD	TF: 3
has/VBZ	TF: 3
have/VBP	TF: 1
hide/VB	TF: 1
hit/VBN	TF: 1
hits/VBZ	TF: 1
hitting/VBG	TF: 1
hollywood/NNP	TF: 2
host/NN	TF: 1
host/VB	TF: 1
host/VBD	TF: 1
industry/NN	TF: 2
infringe/NN	TF: 1
intended/VBN	TF: 1
is/VBZ	TF: 5
laws/NNS	TF: 1
lawsuits/NNS	TF: 2
lawyers/NNS	TF: 1
let/VB	TF: 1
link/VBP	TF: 1
links/NNS	TF: 2
lokitorrent/NNP	TF: 3
losses/NNS	TF: 1
market/NN	TF: 1
material/NN	TF: 1
message/NN	TF: 1
motion/NNP	TF: 1
movie/NN	TF: 1
movie/NNP	TF: 1
mpaa/NNP	TF: 6
nets/NNS	TF: 1
network/NN	TF: 2
networks/NNS	TF: 3
notices/NNS	TF: 1
number/NN	TF: 1
october/NNP	TF: 1
online/VBP	TF: 1
operators/NNS	TF: 5
others/NNS	TF: 2
peer-to-peer/NN	TF: 1
people/NNS	TF: 1
phoenix/NNP	TF: 1
picture/NNP	TF: 1
programmes/NNS	TF: 1
provided/VBN	TF: 1
records/NNS	TF: 1
round/NN	TF: 1
run/VBP	TF: 1
said/VBD	TF: 2
says/VBZ	TF: 2
server/NN	TF: 3
servers/NNS	TF: 1
servers/VBZ	TF: 1
settlement/NN	TF: 1
share/NN	TF: 1
shared/VBN	TF: 1
sharing/VBG	TF: 1
site/NN	TF: 2
sites/NNS	TF: 1
sites/VBZ	TF: 1
strategy/NN	TF: 1
struck/VBN	TF: 1
studios/NNS	TF: 1
stunt/VB	TF: 1
succeeded/VBN	TF: 1
suits/NNS	TF: 1
suprnova.org/NNP	TF: 1
swap/VB	TF: 1
system/NN	TF: 1
systems/NNS	TF: 2
take/VB	TF: 1
targeting/VBG	TF: 1
torrent/NNP	TF: 1
trackers/NNS	TF: 1
tv/NN	TF: 1
us/NNP	TF: 2
uses/VBZ	TF: 1
using/VBG	TF: 1
victim/NN	TF: 1
videos/NN	TF: 1
warning/VBG	TF: 1
was/VBD	TF: 1
website/NN	TF: 1
were/VBD	TF: 1
worried/VBN	TF: 1
year/NN	TF: 1


(tech39)
'fbi/NNP	TF: 1
accessed/VBN	TF: 1
according/VBG	TF: 1
accounts/NNS	TF: 1
address/NN	TF: 1
agency/NN	TF: 2
answer/VB	TF: 1
appear/VBP	TF: 1
are/VBP	TF: 1
asks/VBZ	TF: 1
attachment/NN	TF: 4
be/VB	TF: 2
been/VBN	TF: 1
being/VBG	TF: 2
breach/NN	TF: 1
bureau/NN	TF: 1
bureau/NNP	TF: 1
center/NNP	TF: 1
click/VB	TF: 1
come/VBN	TF: 1
communicate/VB	TF: 1
complaint/NNP	TF: 1
computer/NN	TF: 3
contains/VBZ	TF: 2
do/VBP	TF: 1
does/VBZ	TF: 2
e-mails/NNS	TF: 3
engage/VB	TF: 1
fbi.gov/NN	TF: 1
fbi/NNP	TF: 5
federal/NNP	TF: 1
fraud/NNP	TF: 1
has/VBZ	TF: 2
have/VBP	TF: 2
incidents/NNS	TF: 1
infected/VBN	TF: 1
infects/VBZ	TF: 1
internet/NN	TF: 2
internet/NNP	TF: 1
investigating/VBG	TF: 1
investigation/NNP	TF: 1
is/VBZ	TF: 4
know/VB	TF: 2
manner/NN	TF: 1
message/NN	TF: 1
messages/NNS	TF: 1
monitored/VBN	TF: 1
month/NN	TF: 1
open/VB	TF: 1
people/NNS	TF: 1
phoney/NN	TF: 1
practice/NN	TF: 1
public/NN	TF: 2
purport/VBP	TF: 1
questionnaire/NN	TF: 1
questions/NNS	TF: 1
recipient/NN	TF: 1
recipients/NNS	TF: 3
said/VBD	TF: 3
security/NN	TF: 2
sending/VBG	TF: 1
show/NN	TF: 1
shut/VBD	TF: 1
solicitations/NNS	TF: 1
spokeswoman/NN	TF: 1
statement/NN	TF: 1
tell/NN	TF: 1
us/NNP	TF: 1
use/NN	TF: 2
used/VBD	TF: 1
users/NNS	TF: 1
virus/NN	TF: 5
warn/VBP	TF: 1
warned/VBN	TF: 1
warning/NN	TF: 1
warning/VBG	TF: 1
websites/NNS	TF: 1


(tech40)
%/NN	TF: 1
according/VBG	TF: 3
added/VBD	TF: 1
added/VBN	TF: 1
adults/NNS	TF: 1
advertising/NN	TF: 1
agree/VBP	TF: 1
american/NNP	TF: 1
americans/NNPS	TF: 1
analyst/NN	TF: 1
analysts/NNS	TF: 2
apple/NNP	TF: 5
are/VBP	TF: 7
average/NN	TF: 1
battery/NN	TF: 1
bbc/NNP	TF: 1
be/VB	TF: 1
been/VBN	TF: 2
board/NN	TF: 1
body/NN	TF: 1
bought/VBN	TF: 1
building/VBG	TF: 1
called/VBN	TF: 1
capacity/NN	TF: 2
challenges/NNS	TF: 1
choice/NN	TF: 1
coloured/VBD	TF: 1
combining/VBG	TF: 1
company/NN	TF: 2
compared/VBN	TF: 1
competition/NN	TF: 2
continue/VB	TF: 1
created/VBN	TF: 1
creative/NNP	TF: 3
cut/VBN	TF: 1
deal/NN	TF: 1
design/NN	TF: 2
devices/NNS	TF: 2
digital/NNP	TF: 1
director/NN	TF: 1
distribute/VB	TF: 1
diy/NNP	TF: 1
do/VB	TF: 1
do/VBP	TF: 1
done/VBN	TF: 1
door/NN	TF: 1
download/NN	TF: 1
downloaded/VBN	TF: 1
drive/VB	TF: 1
dropped/VBN	TF: 1
ease/NN	TF: 2
end/NN	TF: 1
ensuring/VBG	TF: 1
europe/NNP	TF: 1
expanded/VBN	TF: 1
expands/VBZ	TF: 1
family/NN	TF: 3
foot/NN	TF: 1
function/NN	TF: 1
functions/NNS	TF: 2
gadget/NN	TF: 2
gartner/NNP	TF: 1
generation/NN	TF: 1
given/VBN	TF: 1
gold/NN	TF: 1
growing/VBG	TF: 1
growth/NN	TF: 2
had/VBD	TF: 2
handsets/NNS	TF: 1
has/VBZ	TF: 3
have/VB	TF: 1
have/VBP	TF: 5
high-capacity/NN	TF: 1
hold/VB	TF: 1
hopes/VBZ	TF: 1
idea/NN	TF: 2
ifpi/NNP	TF: 1
include/VBP	TF: 1
industry/NN	TF: 2
integration/NN	TF: 1
internet/NNP	TF: 1
ipod/NN	TF: 2
ipod/VBP	TF: 1
ipods/NNS	TF: 2
is/VBZ	TF: 3
issues/NNS	TF: 1
itunes/NNS	TF: 2
job/NN	TF: 1
keep/VB	TF: 1
kept/VBD	TF: 1
lead/NN	TF: 1
libraries/NNS	TF: 1
life/NN	TF: 1
life/NNP	TF: 1
market/NN	TF: 6
marketing/NN	TF: 1
mcguire/NNP	TF: 3
memory/NN	TF: 1
message/NN	TF: 1
micro/NNP	TF: 1
mike/NNP	TF: 1
mini/NN	TF: 2
mobiles/NNS	TF: 1
model/NN	TF: 1
models/NNS	TF: 2
months/NNS	TF: 1
motorola/NNP	TF: 2
mr/NNP	TF: 2
music/NN	TF: 13
net/NN	TF: 1
news/NNP	TF: 1
offer/VB	TF: 1
online/NN	TF: 1
operators/NNS	TF: 1
others/NNS	TF: 1
owns/VBZ	TF: 1
package/NN	TF: 1
people/NNS	TF: 3
pew/NNP	TF: 1
phone/NN	TF: 1
phones/NNS	TF: 1
photo/NNP	TF: 2
place/NN	TF: 1
player/NN	TF: 2
players/NNS	TF: 6
podcasts/NNS	TF: 1
popularity/NN	TF: 1
portability/NN	TF: 1
prices/NNS	TF: 1
produce/VB	TF: 1
product/NN	TF: 1
project/NNP	TF: 1
radio/NN	TF: 1
ratcheting/VBG	TF: 1
real/NNP	TF: 1
record/NN	TF: 1
release/NN	TF: 1
research/NN	TF: 3
rose/VBD	TF: 1
said/VBD	TF: 6
sales/NNS	TF: 1
say/VBP	TF: 1
sealing/VBG	TF: 1
second-generation/NN	TF: 1
see/VB	TF: 1
services/NNS	TF: 2
share/NN	TF: 1
shipped/VBN	TF: 1
shows/NNS	TF: 1
software/NN	TF: 1
sold/VBN	TF: 1
songs/NNS	TF: 1
sony/NNP	TF: 1
sort/NN	TF: 1
starting/VBG	TF: 1
storage/NN	TF: 2
store/VB	TF: 1
streaming/VBG	TF: 1
success/NN	TF: 1
suggests/VBZ	TF: 1
summer/NN	TF: 1
syncing/VBG	TF: 1
tenfold/NN	TF: 1
thanks/NNS	TF: 1
think/VBP	TF: 1
threat/NN	TF: 1
told/VBD	TF: 1
took/VBD	TF: 1
towards/NNS	TF: 1
tracks/NNS	TF: 1
trend/NN	TF: 1
us/NNP	TF: 2
use/NN	TF: 1
use/VB	TF: 1
version/NN	TF: 3
was/VBD	TF: 4
ways/NNS	TF: 1
website/NN	TF: 1
were/VBD	TF: 2
year/NN	TF: 1
zen/NNP	TF: 2
zens/NNP	TF: 1
£40/NN	TF: 1


(tech41)
'pocket/NNP	TF: 1
a/NNP	TF: 1
access/NN	TF: 4
added/VBD	TF: 2
adding/VBG	TF: 1
all-in-one/NN	TF: 1
angled/VBN	TF: 1
announced/VBD	TF: 2
april/NNP	TF: 1
are/VBP	TF: 5
be/VB	TF: 5
bear/VB	TF: 1
been/VBN	TF: 1
begins/VBZ	TF: 1
bets/NNS	TF: 1
blackberry/NNP	TF: 1
brian/NNP	TF: 1
brighton/NNP	TF: 1
business/NN	TF: 1
calls/VBZ	TF: 1
cameras/NNS	TF: 1
cannes/NNP	TF: 2
check/VB	TF: 1
clamshell/NN	TF: 1
commuters/NNS	TF: 1
companies/NNS	TF: 1
company/NN	TF: 1
computer/NN	TF: 1
conference/NN	TF: 1
connected/VBN	TF: 2
connection/NN	TF: 1
data/NN	TF: 1
data/NNS	TF: 1
demand/VB	TF: 1
design/NN	TF: 1
developed/VBN	TF: 1
device/NN	TF: 3
devices/NNS	TF: 3
did/VBD	TF: 1
digital/NNP	TF: 1
director/NN	TF: 1
display/NN	TF: 1
double/VB	TF: 1
end/NN	TF: 1
europe/NNP	TF: 1
executive/NN	TF: 1
existing/VBG	TF: 1
experts/NNS	TF: 1
faster/NN	TF: 1
february/NNP	TF: 1
firms/NNS	TF: 1
follow/VB	TF: 1
france/NNP	TF: 1
fruit/NN	TF: 1
gathered/VBN	TF: 1
gner/NNP	TF: 1
growing/VBG	TF: 3
has/VBZ	TF: 5
high-speed/NN	TF: 1
hotspots/NNS	TF: 2
iii/NNP	TF: 1
increasing/VBG	TF: 1
industry/NN	TF: 2
installing/VBG	TF: 1
introduce/VB	TF: 1
is/VBZ	TF: 5
iv/NNP	TF: 1
journey/NN	TF: 1
keyboard/NN	TF: 1
laptops/NNS	TF: 1
launched/VBN	TF: 1
london/NNP	TF: 1
maintaining/VBG	TF: 1
managing/VBG	TF: 1
march/NNP	TF: 1
mcbride/NNP	TF: 1
mda/NNP	TF: 2
mdas/NNP	TF: 1
meaning/NN	TF: 1
microsoft/NNP	TF: 1
mobile/NNP	TF: 1
models/NNS	TF: 1
month/NN	TF: 1
motorola/NNP	TF: 1
move/NN	TF: 1
mpx/NNP	TF: 1
mr/NNP	TF: 1
need/NN	TF: 1
need/VBP	TF: 1
needing/VBG	TF: 1
network/NN	TF: 2
nomad/NNP	TF: 1
number/NN	TF: 1
obermann/NNP	TF: 2
offer/VB	TF: 2
offered/VBD	TF: 1
office/NN	TF: 6
office/NNP	TF: 1
opportunities/NNS	TF: 1
people/NNS	TF: 1
phone/NN	TF: 2
places/NNS	TF: 1
pocket/NN	TF: 2
points/NNS	TF: 1
press/NN	TF: 1
provide/VB	TF: 1
provide/VBP	TF: 1
push/NN	TF: 1
qwerty/NNP	TF: 1
range/NN	TF: 1
reflecting/VBG	TF: 1
reflects/VBZ	TF: 2
released/VBN	TF: 2
rene/NNP	TF: 1
response/NN	TF: 1
route/NN	TF: 1
running/VBG	TF: 1
runs/VBZ	TF: 1
said/VBD	TF: 5
see/VBP	TF: 1
seeing/VBG	TF: 1
selects/VBZ	TF: 1
service/NN	TF: 3
services/NNS	TF: 3
session/NN	TF: 1
set/VBN	TF: 1
show/NN	TF: 1
smartphone/NN	TF: 1
sold/VBN	TF: 1
something/NN	TF: 1
southern/NNP	TF: 1
spend/VBP	TF: 1
summer/NN	TF: 2
swivelled/VBN	TF: 1
t-mobile/NN	TF: 2
t-mobile/NNP	TF: 3
take/VB	TF: 1
tariff/NN	TF: 1
technology/NN	TF: 1
third-generation/NN	TF: 1
thousands/NNS	TF: 1
time/NN	TF: 1
told/VBD	TF: 1
tracks/NNS	TF: 1
trade/NN	TF: 1
train/NN	TF: 2
trains/NNS	TF: 3
transfer/VB	TF: 1
travelling/VBG	TF: 1
trend/NN	TF: 1
trial/NN	TF: 1
uk/NNP	TF: 3
upgrade/NN	TF: 1
used/VBN	TF: 1
user/NN	TF: 1
users/NNS	TF: 1
using/VBG	TF: 1
was/VBD	TF: 4
wi-fi/NN	TF: 2
wimax/NNP	TF: 1
wireless/NN	TF: 1
workers/NNS	TF: 1
year/NN	TF: 1
£20/NN	TF: 1


(tech42)
access/NN	TF: 2
account/NN	TF: 1
add/VB	TF: 1
allow/VB	TF: 1
allowing/VBG	TF: 1
allows/VBZ	TF: 1
are/VBP	TF: 2
be/VB	TF: 3
broadreach/NNP	TF: 3
calls/NNS	TF: 5
calls/VBZ	TF: 1
chain/NN	TF: 1
commented/VBD	TF: 1
company/NN	TF: 1
conferencing/NN	TF: 1
connectotel/NNP	TF: 1
delighted/VBN	TF: 1
developer/NN	TF: 1
downloadable/NN	TF: 1
dubbed/VBN	TF: 1
executive/NN	TF: 1
expand/VB	TF: 1
fee/NN	TF: 1
firm/NN	TF: 1
functions/NNS	TF: 1
gain/VBP	TF: 1
gaining/VBG	TF: 1
has/VBZ	TF: 4
hotels/NNS	TF: 1
hotspot/NNP	TF: 1
hotspots/NNS	TF: 4
internet/NN	TF: 1
is/VBZ	TF: 3
landlines/NNS	TF: 2
launches/NNS	TF: 1
london/NNP	TF: 1
magnus/NNP	TF: 1
mail/NN	TF: 1
make/VB	TF: 4
mcewen-king/NNP	TF: 1
megastores/NNP	TF: 1
messages/NNS	TF: 1
mobile/VB	TF: 1
mobiles/NNS	TF: 2
need/VB	TF: 1
networks/NNP	TF: 1
offering/VBG	TF: 1
out/NNP	TF: 1
paying/VBG	TF: 1
people/NNS	TF: 2
phone/NN	TF: 2
phones/NNS	TF: 1
places/NNS	TF: 1
plans/VBZ	TF: 1
popularity/NN	TF: 1
provider/NN	TF: 1
rail/NN	TF: 1
receive/VB	TF: 1
rolling/VBG	TF: 1
send/VB	TF: 1
service/NN	TF: 4
services/NNS	TF: 1
skype/NNP	TF: 8
sms/NNP	TF: 1
software/NN	TF: 2
spreading/VBG	TF: 1
success/NN	TF: 1
surf/NN	TF: 1
system/NN	TF: 2
telephony/NN	TF: 2
terminals/NNS	TF: 1
trains/NNP	TF: 1
travelodge/NNP	TF: 1
uk/NNP	TF: 1
unveiled/VBN	TF: 1
users/NNS	TF: 10
using/VBG	TF: 1
video/NN	TF: 1
virgin/NNP	TF: 2
voice/NN	TF: 1
week/NN	TF: 1
wi-fi/NN	TF: 2
wireless/NNP	TF: 1
world/NN	TF: 2
year/NN	TF: 1


(tech43)
action/NN	TF: 1
anti-piracy/NN	TF: 1
applied/VBN	TF: 1
are/VBP	TF: 1
be/VB	TF: 5
block/VB	TF: 1
burned/VBN	TF: 1
circumvents/VBZ	TF: 1
company/NN	TF: 2
content/NNP	TF: 1
copies/NNS	TF: 3
copy/NN	TF: 4
copy/VB	TF: 1
copying/VBG	TF: 1
copyrighted/VBN	TF: 1
crash/NN	TF: 1
created/VBN	TF: 1
decss/NNP	TF: 1
designed/VBN	TF: 2
devised/VBN	TF: 1
did/VBD	TF: 1
discs/NN	TF: 1
download/NN	TF: 1
dvd/NNP	TF: 11
dvds/NNP	TF: 5
efforts/NNS	TF: 1
enablement/NN	TF: 1
entertainment/NNP	TF: 1
evolving/VBG	TF: 1
exchange/NN	TF: 1
expected/VBN	TF: 1
fight/VB	TF: 1
film/NN	TF: 2
find/VBP	TF: 1
firm/NN	TF: 2
formats/NNS	TF: 1
group/NNP	TF: 1
guard/NNP	TF: 1
hacked/VBN	TF: 1
hackers/NNS	TF: 1
has/VBZ	TF: 2
have/VB	TF: 1
high-definition/NN	TF: 1
hole/NN	TF: 1
hollywood/NNP	TF: 1
home/NN	TF: 1
industry/NN	TF: 1
interoperability/NN	TF: 1
is/VBZ	TF: 3
let/VB	TF: 1
machines/NNS	TF: 1
macrovision/NNP	TF: 7
make/VB	TF: 1
manager/NN	TF: 1
market/NN	TF: 1
measures/NNS	TF: 2
measures/VBZ	TF: 1
middle/NN	TF: 1
minutes/NNS	TF: 1
months/NNS	TF: 1
movies/NNS	TF: 1
network/NN	TF: 1
offer/VBP	TF: 1
peer/NN	TF: 1
peer/VB	TF: 1
people/NNS	TF: 2
piracy/NN	TF: 1
pirate/VB	TF: 1
placed/VBN	TF: 1
players/NNS	TF: 1
plug/VB	TF: 1
president/NN	TF: 1
prevent/VB	TF: 1
problem/NN	TF: 1
programs/NNS	TF: 3
protection/NN	TF: 3
reduce/VB	TF: 1
relying/VBG	TF: 1
rent/NN	TF: 1
rent/VB	TF: 1
resulting/VBG	TF: 1
return/NN	TF: 1
return/VB	TF: 1
revenue/NN	TF: 1
rip/NN	TF: 1
rip/NNP	TF: 1
ripguard/NNP	TF: 6
ripper/NN	TF: 1
ripping/NN	TF: 2
ripping/VBG	TF: 1
rolled/VBN	TF: 1
said/VBD	TF: 8
sales/NNS	TF: 1
says/VBZ	TF: 1
scrambling/NNP	TF: 1
see/VBP	TF: 1
software/NN	TF: 1
specify/VB	TF: 1
stepped/VBN	TF: 1
steve/NNP	TF: 1
strengthened/VBD	TF: 1
studios/NNS	TF: 1
supply/NN	TF: 1
system/NN	TF: 1
system/NNP	TF: 1
taking/VBG	TF: 1
technologies/NNPS	TF: 1
technology/NN	TF: 3
thanks/NNS	TF: 1
thwart/VB	TF: 1
tomorrow/NN	TF: 1
towards/NNS	TF: 1
transactions/NNS	TF: 1
updated/VBN	TF: 1
uploaded/VBN	TF: 1
used/VBN	TF: 2
vice/NN	TF: 1
was/VBD	TF: 3
way/NN	TF: 1
websites/NNS	TF: 1
weinstein/NNP	TF: 1
welcomed/VBN	TF: 1
work/VB	TF: 1
works/VBZ	TF: 1
years/NNS	TF: 1


(tech44)
allies/NNS	TF: 1
amendment/NNP	TF: 1
analysis/NN	TF: 1
apple/NNP	TF: 11
appleinsider.com/NNP	TF: 1
are/VBP	TF: 1
argues/VBZ	TF: 1
articles/NNS	TF: 1
asked/VBD	TF: 1
asked/VBN	TF: 2
asteroid/NNP	TF: 1
attacked/VBD	TF: 1
battle/NN	TF: 1
be/VB	TF: 1
began/VBD	TF: 1
being/VBG	TF: 1
california/NNP	TF: 2
case/NN	TF: 3
civil/NNP	TF: 1
comment/NN	TF: 1
commentary/NN	TF: 1
communications/NNS	TF: 1
confidences/NNS	TF: 1
confidential/NN	TF: 1
confronting/VBG	TF: 1
constitution/NN	TF: 1
corporations/NNS	TF: 1
court/NN	TF: 3
dan/NNP	TF: 1
dean/NN	TF: 1
december/NNP	TF: 1
deterred/VBN	TF: 1
eff/NNP	TF: 5
electronic/NNP	TF: 1
examine/VB	TF: 1
exposes/VBZ	TF: 1
fight/NN	TF: 1
find/VB	TF: 1
first/NNP	TF: 1
forthcoming/NN	TF: 1
foundation/NNP	TF: 1
freedoms/NNS	TF: 1
frontier/NNP	TF: 1
gained/VBN	TF: 2
get/VB	TF: 2
gillmor/NNP	TF: 1
go/VB	TF: 1
going/VBG	TF: 1
goldstein/NNP	TF: 1
group/NN	TF: 1
hand/NN	TF: 1
has/VBZ	TF: 4
have/VBP	TF: 1
head-on/NN	TF: 1
including/VBG	TF: 2
information/NN	TF: 5
internet/NN	TF: 1
is/VBZ	TF: 2
isps/NNP	TF: 1
issue/NN	TF: 1
jason/NNP	TF: 1
joined/VBN	TF: 1
journalism/NNP	TF: 1
journalist/NN	TF: 2
journalists/NNS	TF: 5
kurt/NNP	TF: 1
lawyer/NN	TF: 1
leaked/VBD	TF: 1
lets/VBZ	TF: 1
liberties/NNS	TF: 1
looking/VBG	TF: 1
lose/VB	TF: 1
mac/NNP	TF: 1
magazines/NNS	TF: 1
media/NNS	TF: 1
mini/NNP	TF: 1
news/NN	TF: 1
newspapers/NNS	TF: 1
nfox.com/NNP	TF: 1
o-grady/NNP	TF: 1
opsahl/NNP	TF: 1
outlet/NN	TF: 1
powerpage.org/NNP	TF: 1
powerpage/NNP	TF: 1
press/NN	TF: 1
preventing/VBG	TF: 1
privilege/NN	TF: 1
privileges/NNS	TF: 1
product/NN	TF: 1
products/NNS	TF: 1
professor/NNP	TF: 1
protected/VBN	TF: 1
protections/NNS	TF: 1
protects/VBZ	TF: 1
provider/NN	TF: 1
providers/NNS	TF: 1
providing/VBG	TF: 1
public/NN	TF: 1
published/VBN	TF: 2
publisher/NN	TF: 1
pursuing/VBG	TF: 1
relevant/VBP	TF: 1
reporter/NN	TF: 1
reporters/NNS	TF: 4
representing/VBG	TF: 1
requested/VBN	TF: 1
reveal/VB	TF: 2
right/NN	TF: 1
row/VBP	TF: 1
said/VBD	TF: 2
says/VBZ	TF: 1
school/NNP	TF: 1
sent/VBD	TF: 1
service/NN	TF: 1
silicon/NNP	TF: 1
source/NN	TF: 1
sources/NNS	TF: 5
stop/VB	TF: 1
stories/NNS	TF: 1
threatens/VBZ	TF: 1
tom/NNP	TF: 1
undermines/VBZ	TF: 1
university/NNP	TF: 1
us/NNP	TF: 1
used/VBN	TF: 1
valley/NNP	TF: 1
wants/VBZ	TF: 1
was/VBD	TF: 1
websites/NNS	TF: 1
writing/VBG	TF: 1


(tech45)
've/VBP	TF: 1
according/VBG	TF: 1
adam/NNP	TF: 1
altering/VBG	TF: 1
are/VBP	TF: 2
asks/VBZ	TF: 1
awaited/VBN	TF: 1
be/VB	TF: 1
beats/VBZ	TF: 1
camera/NN	TF: 1
cameras/NNS	TF: 1
capturing/VBG	TF: 1
compiled/VBN	TF: 1
costs/NNS	TF: 1
covet/VB	TF: 1
develop/VB	TF: 1
digital/NN	TF: 1
dominate/VB	TF: 1
dominate/VBP	TF: 1
download/VB	TF: 1
downloads/NNS	TF: 1
editor/NN	TF: 1
essentials/NNP	TF: 3
falling/VBG	TF: 1
fans/NNS	TF: 1
film/NN	TF: 1
gadget-lovers/NNS	TF: 1
gadget/NN	TF: 3
gadgets/NNS	TF: 5
gaming/VBG	TF: 1
gizmos/NNS	TF: 1
got/VBN	TF: 1
homes/NNS	TF: 1
imaginations/NNS	TF: 1
including/VBG	TF: 1
ipod/NN	TF: 1
is/VBZ	TF: 5
jukebox/NN	TF: 1
launch/NN	TF: 1
list/NN	TF: 4
live/VB	TF: 1
lives/NNS	TF: 2
lover/NN	TF: 1
lovers/NNS	TF: 1
magazine/NNP	TF: 1
making/VBG	TF: 1
manufacturing/NN	TF: 1
miles/NNS	TF: 1
minutes/NNS	TF: 1
